Epoch: [0][20/596], lr: 0.00025	Time 0.506 (0.963)	Data 0.000 (0.190)	Loss 4.4604 (4.5566)	Prec@1 6.250 (6.845)	Prec@5 25.000 (18.452)
Epoch: [0][21/596], lr: 0.00025	Time 0.508 (0.942)	Data 0.000 (0.181)	Loss 4.4330 (4.5510)	Prec@1 0.000 (6.534)	Prec@5 31.250 (19.034)
Epoch: [0][22/596], lr: 0.00025	Time 0.508 (0.923)	Data 0.000 (0.174)	Loss 4.5469 (4.5508)	Prec@1 6.250 (6.522)	Prec@5 12.500 (18.750)
Epoch: [0][23/596], lr: 0.00025	Time 0.509 (0.906)	Data 0.000 (0.166)	Loss 4.6178 (4.5536)	Prec@1 0.000 (6.250)	Prec@5 6.250 (18.229)
Epoch: [0][24/596], lr: 0.00025	Time 0.507 (0.890)	Data 0.000 (0.160)	Loss 4.4484 (4.5494)	Prec@1 0.000 (6.000)	Prec@5 37.500 (19.000)
Epoch: [0][25/596], lr: 0.00025	Time 0.534 (0.876)	Data 0.000 (0.154)	Loss 4.5082 (4.5478)	Prec@1 6.250 (6.010)	Prec@5 25.000 (19.231)
Epoch: [0][26/596], lr: 0.00025	Time 0.532 (0.863)	Data 0.000 (0.148)	Loss 4.3082 (4.5390)	Prec@1 12.500 (6.250)	Prec@5 37.500 (19.907)
Epoch: [0][27/596], lr: 0.00025	Time 0.531 (0.851)	Data 0.000 (0.143)	Loss 4.5237 (4.5384)	Prec@1 0.000 (6.027)	Prec@5 18.750 (19.866)
Epoch: [0][28/596], lr: 0.00025	Time 0.531 (0.840)	Data 0.000 (0.138)	Loss 4.4002 (4.5336)	Prec@1 6.250 (6.034)	Prec@5 25.000 (20.043)
Epoch: [0][29/596], lr: 0.00025	Time 0.506 (0.829)	Data 0.000 (0.133)	Loss 4.3281 (4.5268)	Prec@1 6.250 (6.042)	Prec@5 37.500 (20.625)
Epoch: [0][30/596], lr: 0.00025	Time 0.507 (0.819)	Data 0.000 (0.129)	Loss 4.4116 (4.5231)	Prec@1 6.250 (6.048)	Prec@5 25.000 (20.766)
Epoch: [0][31/596], lr: 0.00025	Time 0.506 (0.809)	Data 0.000 (0.125)	Loss 4.5572 (4.5241)	Prec@1 0.000 (5.859)	Prec@5 12.500 (20.508)
Epoch: [0][32/596], lr: 0.00025	Time 0.505 (0.800)	Data 0.000 (0.121)	Loss 4.4194 (4.5210)	Prec@1 0.000 (5.682)	Prec@5 31.250 (20.833)
Epoch: [0][33/596], lr: 0.00025	Time 0.505 (0.791)	Data 0.000 (0.117)	Loss 4.3783 (4.5168)	Prec@1 0.000 (5.515)	Prec@5 31.250 (21.140)
Epoch: [0][34/596], lr: 0.00025	Time 0.506 (0.783)	Data 0.000 (0.114)	Loss 4.2069 (4.5079)	Prec@1 12.500 (5.714)	Prec@5 25.000 (21.250)
Epoch: [0][35/596], lr: 0.00025	Time 0.531 (0.776)	Data 0.000 (0.111)	Loss 4.4514 (4.5064)	Prec@1 0.000 (5.556)	Prec@5 18.750 (21.181)
Epoch: [0][36/596], lr: 0.00025	Time 0.506 (0.769)	Data 0.000 (0.108)	Loss 4.4542 (4.5049)	Prec@1 0.000 (5.405)	Prec@5 18.750 (21.115)
Epoch: [0][37/596], lr: 0.00025	Time 0.531 (0.762)	Data 0.000 (0.105)	Loss 4.4019 (4.5022)	Prec@1 0.000 (5.263)	Prec@5 25.000 (21.217)
Epoch: [0][38/596], lr: 0.00025	Time 0.532 (0.757)	Data 0.000 (0.102)	Loss 4.3048 (4.4972)	Prec@1 6.250 (5.288)	Prec@5 25.000 (21.314)
Epoch: [0][39/596], lr: 0.00025	Time 0.533 (0.751)	Data 0.000 (0.100)	Loss 4.1975 (4.4897)	Prec@1 6.250 (5.312)	Prec@5 37.500 (21.719)
Epoch: [0][40/596], lr: 0.00025	Time 0.532 (0.746)	Data 0.000 (0.097)	Loss 4.2739 (4.4844)	Prec@1 6.250 (5.335)	Prec@5 25.000 (21.799)
Epoch: [0][41/596], lr: 0.00025	Time 0.531 (0.741)	Data 0.000 (0.095)	Loss 4.0829 (4.4749)	Prec@1 12.500 (5.506)	Prec@5 50.000 (22.470)
Epoch: [0][42/596], lr: 0.00025	Time 0.532 (0.736)	Data 0.000 (0.093)	Loss 4.2454 (4.4695)	Prec@1 6.250 (5.523)	Prec@5 31.250 (22.674)
Epoch: [0][43/596], lr: 0.00025	Time 0.528 (0.731)	Data 0.000 (0.091)	Loss 4.2821 (4.4653)	Prec@1 0.000 (5.398)	Prec@5 43.750 (23.153)
Epoch: [0][44/596], lr: 0.00025	Time 0.534 (0.727)	Data 0.000 (0.089)	Loss 4.0481 (4.4560)	Prec@1 12.500 (5.556)	Prec@5 62.500 (24.028)
Epoch: [0][45/596], lr: 0.00025	Time 0.506 (0.722)	Data 0.000 (0.087)	Loss 4.2110 (4.4507)	Prec@1 12.500 (5.707)	Prec@5 50.000 (24.592)
Epoch: [0][46/596], lr: 0.00025	Time 0.506 (0.717)	Data 0.000 (0.085)	Loss 4.2643 (4.4467)	Prec@1 6.250 (5.718)	Prec@5 25.000 (24.601)
Epoch: [0][47/596], lr: 0.00025	Time 0.506 (0.713)	Data 0.000 (0.083)	Loss 4.1634 (4.4408)	Prec@1 6.250 (5.729)	Prec@5 50.000 (25.130)
Epoch: [0][48/596], lr: 0.00025	Time 0.505 (0.709)	Data 0.000 (0.082)	Loss 4.2476 (4.4369)	Prec@1 12.500 (5.867)	Prec@5 56.250 (25.765)
Epoch: [0][49/596], lr: 0.00025	Time 0.507 (0.705)	Data 0.000 (0.080)	Loss 4.1690 (4.4315)	Prec@1 25.000 (6.250)	Prec@5 37.500 (26.000)
Epoch: [0][50/596], lr: 0.00025	Time 0.533 (0.701)	Data 0.000 (0.078)	Loss 4.2293 (4.4275)	Prec@1 18.750 (6.495)	Prec@5 37.500 (26.225)
Epoch: [0][51/596], lr: 0.00025	Time 0.506 (0.697)	Data 0.000 (0.077)	Loss 4.0255 (4.4198)	Prec@1 12.500 (6.611)	Prec@5 62.500 (26.923)
Epoch: [0][52/596], lr: 0.00025	Time 0.506 (0.694)	Data 0.000 (0.075)	Loss 4.3986 (4.4194)	Prec@1 12.500 (6.722)	Prec@5 31.250 (27.005)
Epoch: [0][53/596], lr: 0.00025	Time 0.506 (0.690)	Data 0.000 (0.074)	Loss 3.9241 (4.4102)	Prec@1 37.500 (7.292)	Prec@5 50.000 (27.431)
Epoch: [0][54/596], lr: 0.00025	Time 0.506 (0.687)	Data 0.000 (0.073)	Loss 3.9439 (4.4017)	Prec@1 18.750 (7.500)	Prec@5 56.250 (27.955)
Epoch: [0][55/596], lr: 0.00025	Time 0.506 (0.684)	Data 0.000 (0.071)	Loss 3.7461 (4.3900)	Prec@1 37.500 (8.036)	Prec@5 62.500 (28.571)
Epoch: [0][56/596], lr: 0.00025	Time 0.507 (0.681)	Data 0.000 (0.070)	Loss 3.8656 (4.3808)	Prec@1 43.750 (8.662)	Prec@5 43.750 (28.838)
Epoch: [0][57/596], lr: 0.00025	Time 0.527 (0.678)	Data 0.000 (0.069)	Loss 3.6027 (4.3674)	Prec@1 50.000 (9.375)	Prec@5 75.000 (29.634)
Epoch: [0][58/596], lr: 0.00025	Time 0.508 (0.675)	Data 0.000 (0.068)	Loss 4.3907 (4.3678)	Prec@1 12.500 (9.428)	Prec@5 12.500 (29.343)
Epoch: [0][59/596], lr: 0.00025	Time 0.530 (0.673)	Data 0.000 (0.067)	Loss 4.1402 (4.3640)	Prec@1 6.250 (9.375)	Prec@5 43.750 (29.583)
Epoch: [0][60/596], lr: 0.00025	Time 0.506 (0.670)	Data 0.000 (0.066)	Loss 3.7688 (4.3543)	Prec@1 31.250 (9.734)	Prec@5 56.250 (30.020)
Epoch: [0][61/596], lr: 0.00025	Time 0.506 (0.667)	Data 0.000 (0.065)	Loss 3.9574 (4.3479)	Prec@1 12.500 (9.778)	Prec@5 50.000 (30.343)
Epoch: [0][62/596], lr: 0.00025	Time 0.506 (0.665)	Data 0.000 (0.064)	Loss 3.9169 (4.3410)	Prec@1 25.000 (10.020)	Prec@5 50.000 (30.655)
Epoch: [0][63/596], lr: 0.00025	Time 0.506 (0.662)	Data 0.000 (0.063)	Loss 4.0573 (4.3366)	Prec@1 18.750 (10.156)	Prec@5 37.500 (30.762)
Epoch: [0][64/596], lr: 0.00025	Time 0.505 (0.660)	Data 0.000 (0.062)	Loss 3.9382 (4.3305)	Prec@1 37.500 (10.577)	Prec@5 43.750 (30.962)
Epoch: [0][65/596], lr: 0.00025	Time 0.506 (0.657)	Data 0.000 (0.061)	Loss 3.8101 (4.3226)	Prec@1 12.500 (10.606)	Prec@5 56.250 (31.345)
Epoch: [0][66/596], lr: 0.00025	Time 0.507 (0.655)	Data 0.000 (0.060)	Loss 4.0765 (4.3189)	Prec@1 25.000 (10.821)	Prec@5 43.750 (31.530)
Epoch: [0][67/596], lr: 0.00025	Time 0.532 (0.653)	Data 0.000 (0.059)	Loss 3.7400 (4.3104)	Prec@1 25.000 (11.029)	Prec@5 56.250 (31.893)
Epoch: [0][68/596], lr: 0.00025	Time 0.532 (0.652)	Data 0.000 (0.058)	Loss 3.9025 (4.3045)	Prec@1 31.250 (11.322)	Prec@5 43.750 (32.065)
Epoch: [0][69/596], lr: 0.00025	Time 0.532 (0.650)	Data 0.000 (0.057)	Loss 3.8098 (4.2974)	Prec@1 18.750 (11.429)	Prec@5 31.250 (32.054)
Epoch: [0][70/596], lr: 0.00025	Time 0.532 (0.648)	Data 0.000 (0.056)	Loss 3.6220 (4.2879)	Prec@1 25.000 (11.620)	Prec@5 62.500 (32.482)
Epoch: [0][71/596], lr: 0.00025	Time 0.532 (0.647)	Data 0.000 (0.056)	Loss 3.5644 (4.2779)	Prec@1 43.750 (12.066)	Prec@5 56.250 (32.812)
Epoch: [0][72/596], lr: 0.00025	Time 0.508 (0.645)	Data 0.000 (0.055)	Loss 3.3524 (4.2652)	Prec@1 56.250 (12.671)	Prec@5 81.250 (33.476)
Epoch: [0][73/596], lr: 0.00025	Time 0.531 (0.643)	Data 0.000 (0.054)	Loss 2.7620 (4.2449)	Prec@1 56.250 (13.260)	Prec@5 75.000 (34.037)
Epoch: [0][74/596], lr: 0.00025	Time 0.534 (0.642)	Data 0.000 (0.053)	Loss 3.5052 (4.2350)	Prec@1 25.000 (13.417)	Prec@5 68.750 (34.500)
Epoch: [0][75/596], lr: 0.00025	Time 0.531 (0.640)	Data 0.000 (0.053)	Loss 3.7355 (4.2284)	Prec@1 25.000 (13.569)	Prec@5 75.000 (35.033)
Epoch: [0][76/596], lr: 0.00025	Time 0.505 (0.639)	Data 0.000 (0.052)	Loss 3.6243 (4.2206)	Prec@1 25.000 (13.718)	Prec@5 50.000 (35.227)
Epoch: [0][77/596], lr: 0.00025	Time 0.505 (0.637)	Data 0.000 (0.051)	Loss 3.6849 (4.2137)	Prec@1 31.250 (13.942)	Prec@5 56.250 (35.497)
Epoch: [0][78/596], lr: 0.00025	Time 0.506 (0.635)	Data 0.000 (0.051)	Loss 3.6018 (4.2060)	Prec@1 25.000 (14.082)	Prec@5 68.750 (35.918)
Epoch: [0][79/596], lr: 0.00025	Time 0.506 (0.634)	Data 0.000 (0.050)	Loss 3.0552 (4.1916)	Prec@1 50.000 (14.531)	Prec@5 75.000 (36.406)
Epoch: [0][80/596], lr: 0.00025	Time 0.506 (0.632)	Data 0.000 (0.049)	Loss 3.1494 (4.1787)	Prec@1 31.250 (14.738)	Prec@5 87.500 (37.037)
Epoch: [0][81/596], lr: 0.00025	Time 0.506 (0.630)	Data 0.000 (0.049)	Loss 2.8677 (4.1627)	Prec@1 31.250 (14.939)	Prec@5 68.750 (37.424)
Epoch: [0][82/596], lr: 0.00025	Time 0.506 (0.629)	Data 0.000 (0.048)	Loss 2.7441 (4.1456)	Prec@1 62.500 (15.512)	Prec@5 87.500 (38.027)
Epoch: [0][83/596], lr: 0.00025	Time 0.506 (0.628)	Data 0.000 (0.048)	Loss 3.0344 (4.1324)	Prec@1 56.250 (15.997)	Prec@5 81.250 (38.542)
Epoch: [0][84/596], lr: 0.00025	Time 0.506 (0.626)	Data 0.000 (0.047)	Loss 3.4921 (4.1249)	Prec@1 31.250 (16.176)	Prec@5 50.000 (38.676)
Epoch: [0][85/596], lr: 0.00025	Time 0.531 (0.625)	Data 0.000 (0.047)	Loss 2.7460 (4.1088)	Prec@1 43.750 (16.497)	Prec@5 68.750 (39.026)
Epoch: [0][86/596], lr: 0.00025	Time 0.506 (0.624)	Data 0.000 (0.046)	Loss 2.6316 (4.0919)	Prec@1 56.250 (16.954)	Prec@5 93.750 (39.655)
Epoch: [0][87/596], lr: 0.00025	Time 0.506 (0.622)	Data 0.000 (0.046)	Loss 2.6683 (4.0757)	Prec@1 43.750 (17.259)	Prec@5 75.000 (40.057)
Epoch: [0][88/596], lr: 0.00025	Time 0.508 (0.621)	Data 0.000 (0.045)	Loss 2.4673 (4.0576)	Prec@1 56.250 (17.697)	Prec@5 75.000 (40.449)
Epoch: [0][89/596], lr: 0.00025	Time 0.508 (0.620)	Data 0.000 (0.045)	Loss 2.4856 (4.0401)	Prec@1 56.250 (18.125)	Prec@5 68.750 (40.764)
Epoch: [0][90/596], lr: 0.00025	Time 0.538 (0.619)	Data 0.000 (0.044)	Loss 1.8348 (4.0159)	Prec@1 68.750 (18.681)	Prec@5 87.500 (41.277)
Epoch: [0][91/596], lr: 0.00025	Time 0.532 (0.618)	Data 0.000 (0.044)	Loss 1.6059 (3.9897)	Prec@1 75.000 (19.293)	Prec@5 87.500 (41.780)
Epoch: [0][92/596], lr: 0.00025	Time 0.530 (0.617)	Data 0.000 (0.043)	Loss 2.4372 (3.9730)	Prec@1 56.250 (19.691)	Prec@5 68.750 (42.070)
Epoch: [0][93/596], lr: 0.00025	Time 0.532 (0.616)	Data 0.000 (0.043)	Loss 2.0963 (3.9531)	Prec@1 43.750 (19.947)	Prec@5 87.500 (42.553)
Epoch: [0][94/596], lr: 0.00025	Time 0.507 (0.615)	Data 0.000 (0.042)	Loss 2.3929 (3.9366)	Prec@1 43.750 (20.197)	Prec@5 87.500 (43.026)
Epoch: [0][95/596], lr: 0.00025	Time 0.508 (0.614)	Data 0.000 (0.042)	Loss 2.0913 (3.9174)	Prec@1 37.500 (20.378)	Prec@5 81.250 (43.424)
Epoch: [0][96/596], lr: 0.00025	Time 0.532 (0.613)	Data 0.000 (0.041)	Loss 1.7787 (3.8954)	Prec@1 68.750 (20.876)	Prec@5 75.000 (43.750)
Epoch: [0][97/596], lr: 0.00025	Time 0.534 (0.612)	Data 0.000 (0.041)	Loss 2.2761 (3.8788)	Prec@1 56.250 (21.237)	Prec@5 75.000 (44.069)
Epoch: [0][98/596], lr: 0.00025	Time 0.534 (0.611)	Data 0.000 (0.041)	Loss 2.2453 (3.8623)	Prec@1 62.500 (21.654)	Prec@5 81.250 (44.444)
Epoch: [0][99/596], lr: 0.00025	Time 0.531 (0.611)	Data 0.000 (0.040)	Loss 2.1294 (3.8450)	Prec@1 50.000 (21.938)	Prec@5 75.000 (44.750)
Epoch: [0][100/596], lr: 0.00025	Time 0.532 (0.610)	Data 0.000 (0.040)	Loss 1.2546 (3.8194)	Prec@1 87.500 (22.587)	Prec@5 93.750 (45.235)
Epoch: [0][101/596], lr: 0.00025	Time 0.507 (0.609)	Data 0.000 (0.039)	Loss 2.2431 (3.8039)	Prec@1 31.250 (22.672)	Prec@5 75.000 (45.527)
Epoch: [0][102/596], lr: 0.00025	Time 0.508 (0.608)	Data 0.000 (0.039)	Loss 1.3978 (3.7805)	Prec@1 68.750 (23.119)	Prec@5 93.750 (45.995)
